Time in seconds,Temperature,Humidity
4839,25.6,74
4843,25.6,74
4846,25.6,74
4849,25.6,74
4852,25.6,74
4855,25.6,74
4858,25.6,74
4861,25.6,74
4864,25.6,74
4867,25.6,74
4870,25.6,74
4873,25.6,74
4876,25.6,74
4879,25.6,74
4882,25.6,74
4885,25.6,73
4888,25.6,74
4891,25.6,73
4894,25.6,74
4897,25.6,73
4900,25.6,73
4903,25.6,73
4906,25.6,73
4909,25.6,73
4912,25.6,73
4915,25.6,73
4918,25.6,73
4921,25.6,73
4924,25.6,73
4927,25.6,73
4931,25.6,73
4934,25.6,73
4937,25.6,73
4940,25.6,73
4943,25.6,73
4946,25.6,73
4949,25.6,73
4952,25.6,73
4955,25.6,73
4958,25.6,73
4961,25.6,73
4964,25.6,73
4967,25.6,73
4970,25.6,73
4973,25.6,73
4976,25.6,73
4979,25.6,73
4982,25.6,73
4985,25.6,73
4988,25.6,73
4991,25.6,73
4994,25.6,73
4997,25.6,73
5000,25.6,73
5003,25.6,73
5006,25.6,73
5009,25.6,73
5012,25.6,73
5015,25.6,73
5018,25.6,73
5021,25.6,74
5025,25.6,74
5028,25.6,74
5031,25.6,73
5034,25.6,73
5037,25.6,74
5040,25.6,74
5043,25.6,74
5046,25.6,74
5049,25.6,74
5052,25.6,73
5055,25.6,73
5058,25.6,73
5061,25.6,73
5064,25.6,73
5067,25.6,73
5070,25.6,73
5073,25.6,73
5076,25.6,73
5079,25.6,74
5082,25.6,74
5085,25.6,74
5088,25.6,73
5091,25.6,73
5094,25.6,73
5097,25.6,74
5100,25.6,74
5103,25.6,74
5106,25.6,74
5109,25.6,74
5112,25.6,74
5116,25.6,74
5119,25.6,74
5122,25.6,74
5125,25.6,74
5128,25.6,74
5131,25.6,74
5134,25.6,74
5137,25.5,74
5140,25.5,74
5143,25.6,74
5146,25.5,74
5149,25.6,74
5152,25.6,74
5155,25.6,74
5158,25.6,74
5161,25.6,74
5164,25.6,73
5167,25.6,73
5170,25.6,74
5173,25.5,73
5176,25.6,74
5179,25.5,73
5182,25.6,74
5185,25.6,74
5188,25.5,74
5191,25.6,73
5194,25.5,74
5197,25.5,74
5200,25.5,74
5203,25.5,73
5206,25.6,74
5209,25.5,73
5212,25.5,73
5216,25.5,73
5219,25.5,73
5222,25.5,73
5225,25.6,73
5228,25.6,73
5231,25.5,73
5234,25.6,73
5237,25.6,73
5240,25.6,73
5243,25.6,73
5246,25.6,73
5249,25.6,73
5252,25.6,73
5255,25.6,73
5258,25.6,73
5261,25.6,73
5264,25.6,73
5267,25.6,73
5270,25.6,73
5273,25.6,73
5276,25.6,73
5279,25.6,73
5282,25.6,73
5285,25.6,73
5288,25.6,73
5291,25.6,73
5294,25.6,73
5297,25.6,73
5300,25.6,73
5303,25.6,73
5306,25.6,73
5309,25.6,73
5312,25.6,73
5316,25.6,73
5318,25.6,73
5322,25.6,73
5325,25.6,73
5328,25.6,73
5331,25.6,73
5334,25.6,73
5337,25.6,73
5340,25.6,73
5343,25.6,73
5346,25.6,72
5349,25.6,72
5352,25.6,72
5355,25.6,72
5358,25.6,72
5361,25.6,72
5364,25.6,72
5367,25.6,72
5370,25.6,72
5373,25.6,72
5376,25.6,72
5379,25.6,72
5382,25.6,72
5385,25.6,72
5388,25.6,72
5391,25.6,72
5394,25.6,72
5397,25.6,72
5400,25.6,72
5404,25.6,72
5406,25.6,72
5410,25.6,72
5413,25.6,72
5416,25.6,72
5419,25.6,72
5422,25.6,72
5425,25.6,72
5428,25.6,72
5431,25.6,72
5434,25.6,72
5437,25.6,72
5440,25.5,72
5443,25.5,72
5446,25.5,72
5449,25.5,72
5452,25.6,72
5455,25.5,72
5458,25.5,72
5461,25.5,72
5464,25.5,72
5467,25.5,72
5470,25.5,72
5473,25.5,72
5476,25.5,72
5479,25.5,72
5482,25.5,72
5485,25.5,72
5488,25.5,72
5491,25.5,72
5494,25.5,72
5497,25.5,73
5500,25.5,72
5503,25.5,73
5507,25.5,72
5510,25.5,72
5513,25.5,72
5516,25.5,72
5519,25.5,72
5522,25.5,72
5525,25.5,72
5528,25.5,72
5531,25.5,72
5534,25.5,72
5537,25.5,72
5540,25.5,72
5543,25.5,72
5546,25.5,72
5549,25.5,72
5552,25.5,72
5555,25.5,72
5558,25.5,72
5561,25.5,72
5564,25.5,72
5567,25.5,72
5570,25.5,72
5573,25.5,72
5576,25.5,72
5579,25.5,72
5582,25.5,72
5586,25.5,72
5589,25.5,72
5592,25.5,72
5595,25.5,72
5598,25.5,72
5601,25.5,72
5604,25.5,72
5607,25.5,72
5610,25.5,72
5613,25.5,73
5616,25.5,72
5619,25.5,72
5622,25.5,72
5625,25.5,72
5628,25.5,72
5631,25.5,72
5634,25.5,72
5637,25.5,72
5640,25.5,72
5643,25.5,72
5646,25.5,72
5649,25.5,72
5652,25.5,72
5655,25.5,72
5658,25.5,72
5661,25.5,72
5664,25.5,72
5667,25.5,72
5670,25.5,72
5673,25.5,72
5676,25.5,72
5679,25.5,72
5682,25.5,72
5685,25.5,72
5689,25.5,72
5692,25.5,72
5695,25.5,72
5698,25.5,72
5701,25.5,72
5704,25.5,72
5707,25.5,72
5710,25.5,72
5713,25.5,72
5716,25.5,72
5719,25.5,72
5722,25.5,72
5725,25.5,72
5728,25.5,72
5731,25.5,72
5734,25.5,72
5737,25.5,72
5740,25.5,72
5743,25.5,72
5746,25.5,72
5749,25.5,72
5752,25.5,72
5755,25.5,72
5758,25.5,72
5761,25.5,72
5764,25.5,72
5768,25.6,72
5771,25.5,72
5774,25.5,72
5777,25.5,72
5780,25.5,72
5783,25.5,72
5786,25.5,72
5789,25.5,72
5792,25.5,72
5795,25.5,72
5798,25.5,72
5801,25.5,72
5804,25.5,72
5807,25.5,72
5810,25.5,72
5813,25.5,72
5816,25.5,72
5819,25.5,72
5822,25.5,72
5825,25.5,72
5828,25.6,72
5831,25.5,72
5834,25.5,72
5837,25.5,72
5840,25.5,72
5843,25.5,72
5846,25.5,72
5850,25.5,72
5853,25.5,72
5856,25.5,72
5859,25.5,72
5862,25.6,72
5865,25.5,72
5868,25.6,72
5871,25.5,72
5874,25.5,72
5877,25.5,72
5880,25.5,72
5883,25.6,72
5886,25.6,72
5889,25.6,72
5892,25.6,72
5895,25.6,72
5898,25.5,72
5901,25.6,72
5904,25.6,72
5907,25.6,72
5910,25.6,72
5913,25.5,73
5916,25.5,73
5919,25.5,73
5922,25.5,73
5925,25.5,73
5928,25.5,73
5931,25.5,73
5934,25.5,73
5937,25.5,73
5941,25.5,73
5944,25.5,73
5947,25.5,73
5950,25.5,73
5953,25.5,73
5956,25.5,73
5959,25.5,73
5962,25.5,73
5965,25.5,73
5968,25.5,73
5971,25.5,73
5974,25.5,73
5977,25.5,73
5980,25.5,73
5983,25.5,73
5986,25.5,73
5989,25.5,73
5992,25.5,73
5995,25.5,73
5998,25.5,73
6001,25.5,73
6004,25.5,73
6007,25.5,73
6010,25.5,73
6013,25.5,73
6016,25.5,73
6019,25.5,73
6022,25.5,73
6025,25.5,73
6028,25.5,73
6032,25.5,73
6035,25.5,73
6038,25.5,73
6041,25.5,73
6044,25.5,73
6047,25.5,73
6050,25.5,73
6053,25.5,73
6056,25.5,73
6059,25.5,73
6062,25.5,73
6065,25.5,73
6068,25.5,73
6071,25.5,73
6074,25.5,73
6077,25.5,73
6080,25.6,73
6083,25.6,73
6086,25.6,73
6089,25.6,73
6092,25.5,73
6095,25.5,73
6098,25.6,73
6101,25.6,73
6104,25.6,73
6107,25.6,73
6110,25.6,73
6113,25.6,73
6116,25.6,73
6119,25.6,73
6122,25.6,73
6125,25.6,73
6128,25.6,73
6131,25.6,73
6134,25.6,73
6137,25.6,73
6140,25.6,73
6144,25.6,73
6147,25.6,73
6150,25.6,73
6153,25.6,73
6156,25.6,73
6159,25.6,73
6162,25.6,73
6165,25.6,73
6168,25.6,73
6171,25.6,73
6174,25.6,73
6177,25.6,73
6180,25.6,73
6183,25.6,73
6186,25.6,73
6189,25.6,73
6192,25.6,73
6195,25.6,73
6198,25.6,73
6201,25.6,73
6204,25.6,74
6207,25.6,74
6210,25.6,74
6213,25.6,74
6216,25.6,74
6219,25.6,74
6222,25.6,73
6225,25.6,74
6228,25.6,73
6231,25.6,73
6234,25.6,74
6238,25.6,73
6241,25.6,73
6244,25.6,73
6247,25.6,73
6250,25.6,73
6253,25.6,74
6256,25.6,73
6259,25.6,73
6262,25.6,73
6265,25.6,73
6268,25.6,73
6271,25.6,74
6274,25.6,74
6277,25.6,73
6280,25.6,73
6283,25.6,74
6286,25.6,74
6289,25.6,73
6292,25.6,73
6295,25.6,73
6298,25.6,73
6301,25.6,73
6304,25.6,73
6307,25.6,73
6310,25.6,73
6313,25.6,74
6316,25.6,73
6319,25.6,73
6323,25.6,73
6326,25.6,73
6329,25.6,73
6332,25.6,73
6335,25.6,73
6338,25.6,73
6341,25.6,73
6344,25.6,73
6347,25.6,73
6350,25.6,73
6353,25.6,73
6356,25.6,73
6359,25.6,73
6362,25.6,73
6365,25.6,73
6368,25.6,74
6371,25.6,74
6374,25.6,73
6377,25.6,73
6380,25.6,73
6383,25.6,73
6386,25.6,73
6389,25.6,73
6392,25.6,73
6395,25.6,73
6398,25.6,73
6401,25.6,73
6404,25.6,73
6407,25.6,73
6411,25.6,73
6414,25.6,73
6417,25.6,73
6420,25.6,73
6423,25.6,73
6426,25.6,73
6429,25.6,73
6432,25.6,73
6435,25.6,73
6438,25.6,73
6441,25.6,73
6444,25.6,73
6447,25.6,73
6450,25.6,73
6453,25.6,73
6456,25.6,73
6459,25.6,74
6462,25.6,73
6465,25.6,73
6468,25.6,73
6471,25.6,74
6474,25.6,73
6477,25.6,74
6480,25.6,73
6483,25.6,74
6486,25.6,73
6489,25.6,73
6492,25.6,73
6496,25.6,73
6499,25.6,73
6502,25.6,73
6505,25.6,73
6508,25.6,73
6511,25.6,73
6514,25.6,73
6517,25.6,73
6520,25.6,73
6523,25.6,73
6526,25.6,73
6529,25.6,73
6532,25.6,73
6535,25.6,73
6538,25.6,73
6541,25.6,73
6544,25.6,73
6547,25.6,73
6550,25.6,73
6553,25.6,73
6556,25.6,73
6559,25.6,73
6562,25.6,73
6565,25.6,73
6568,25.6,73
6571,25.6,73
6574,25.6,73
6577,25.6,73
6580,25.6,73
6583,25.6,73
6586,25.6,73
6589,25.6,73
6593,25.6,73
6596,25.6,73
6599,25.6,73
6602,25.6,73
6605,25.6,73
6608,25.6,73
6611,25.6,73
6614,25.6,73
6617,25.6,73
6620,25.6,73
6623,25.6,73
6626,25.6,74
6629,25.6,73
6632,25.6,73
6635,25.6,73
6638,25.6,73
6641,25.6,73
6644,25.6,73
6647,25.6,73
6650,25.6,74
6653,25.6,73
6656,25.6,74
6659,25.6,74
6662,25.6,73
6665,25.6,74
6668,25.6,73
6671,25.6,73
6675,25.6,73
6678,25.6,74
6681,25.6,73
6684,25.6,73
6687,25.6,73
6690,25.6,73
6693,25.6,74
6696,25.6,73
6699,25.6,73
6702,25.6,73
6705,25.6,73
6708,25.6,74
6711,25.6,74
6714,25.6,73
6717,25.6,73
6720,25.6,73
6723,25.6,73
6726,25.6,74
6729,25.6,74
6732,25.6,73
6735,25.6,74
6738,25.6,74
6741,25.6,73
6744,25.6,74
6747,25.6,74
6750,25.6,73
6753,25.6,73
6756,25.6,73
6759,25.6,74
6762,25.6,73
6765,25.6,73
6768,25.6,73
6771,25.6,74
6774,25.6,74
6777,25.6,74
6780,25.6,74
6784,25.6,74
6787,25.6,74
6790,25.6,74
6793,25.6,74
6796,25.6,74
6799,25.6,74
6802,25.6,74
6805,25.6,74
6808,25.6,74
6811,25.6,74
6814,25.6,74
6817,25.6,74
6820,25.6,74
6823,25.6,74
6826,25.6,74
6829,25.6,74
6832,25.6,74
6835,25.6,74
6838,25.6,74
6841,25.6,74
6844,25.6,74
6847,25.6,74
6850,25.6,74
6853,25.6,74
6856,25.6,74
6859,25.6,74
6862,25.6,74
6865,25.6,74
6868,25.6,74
6871,25.6,74
6875,25.6,74
6878,25.6,74
6881,25.6,74
6884,25.6,74
6887,25.6,74
6890,25.6,74
6893,25.6,74
6896,25.6,74
6899,25.6,74
6902,25.6,74
6905,25.6,74
6908,25.6,74
6911,25.6,74
6914,25.6,74
6917,25.6,73
6920,25.6,73
6923,25.6,73
6926,25.6,74
6929,25.6,73
6932,25.6,74
6935,25.6,73
6938,25.6,74
6941,25.6,74
6944,25.6,73
6947,25.6,73
6950,25.6,73
6953,25.6,74
6956,25.6,74
6959,25.6,73
6962,25.6,73
6965,25.6,73
6968,25.6,74
6971,25.6,74
6974,25.5,74
6977,25.6,74
6981,25.6,74
6984,25.5,74
6987,25.5,74
6990,25.5,74
6993,25.5,74
6996,25.5,74
6999,25.5,74
7002,25.5,74
7005,25.5,74
7008,25.5,74
7011,25.5,74
7014,25.5,74
7017,25.5,73
7020,25.5,73
7023,25.5,74
7026,25.5,73
7029,25.5,73
7032,25.5,73
7035,25.5,73
7038,25.5,73
7041,25.5,73
7044,25.5,73
7047,25.5,73
7050,25.5,73
7053,25.5,73
7056,25.5,73
7059,25.5,73
7062,25.5,73
7065,25.5,73
7068,25.5,73
7071,25.5,73
7075,25.5,73
7078,25.5,73
7081,25.5,73
7084,25.5,73
7087,25.5,73
7090,25.5,73
7093,25.5,73
7096,25.5,73
7099,25.5,73
7102,25.5,73
7105,25.5,73
7108,25.5,73
7111,25.5,73
7114,25.5,73
7117,25.5,73
7120,25.5,73
7123,25.5,73
7126,25.6,73
7129,25.6,73
7132,25.6,73
7135,25.6,73
7138,25.6,73
7141,25.6,73
7144,25.6,73
7147,25.6,73
7150,25.6,73
7153,25.6,73
7156,25.6,73
7159,25.6,73
7163,25.6,73
7166,25.6,73
7169,25.6,73
7172,25.6,73
7175,25.6,73
7178,25.6,73
7181,25.6,73
7184,25.6,73
7187,25.6,73
7190,25.6,73
7193,25.6,73
7196,25.6,73
7199,25.6,73
7202,25.6,73
7205,25.6,73
7208,25.6,73
7211,25.6,73
7214,25.6,73
7217,25.6,73
7220,25.6,73
7223,25.6,73
7226,25.6,73
7229,25.6,73
7232,25.6,73
7235,25.6,73
7238,25.6,73
7241,25.6,73
7244,25.6,73
7247,25.6,73
7250,25.6,73
7253,25.6,72
7257,25.6,72
7260,25.6,72
7263,25.6,72
7266,25.6,72
7269,25.6,72
7272,25.6,72
7275,25.6,72
7278,25.6,72
7281,25.6,72
7284,25.6,72
7287,25.6,72
7290,25.6,72
7293,25.6,72
7296,25.6,72
7299,25.6,72
7302,25.6,72
7305,25.6,72
7308,25.6,72
7311,25.6,72
7314,25.6,72
7317,25.6,72
7320,25.6,72
7323,25.6,72
7326,25.6,72
7329,25.6,72
7332,25.6,72
7335,25.6,72
7338,25.6,72
7341,25.6,72
7344,25.6,72
7347,25.6,72
7350,25.6,72
7353,25.6,72
7357,25.6,72
7360,25.6,72
7363,25.6,72
7366,25.6,72
7369,25.6,72
7372,25.6,72
7375,25.6,72
7378,25.6,72
7381,25.6,72
7384,25.6,72
7387,25.6,72
7390,25.6,72
7393,25.6,72
7396,25.6,72
7399,25.6,72
7402,25.6,72
7405,25.6,72
7408,25.6,72
7411,25.6,72
7414,25.6,72
7417,25.6,72
7420,25.6,72
7423,25.6,72
7426,25.6,72
7429,25.6,72
7432,25.6,72
7435,25.6,72
7438,25.6,72
7441,25.6,72
7444,25.6,72
7447,25.6,72
7451,25.6,72
7454,25.6,72
7457,25.6,72
7460,25.6,72
7463,25.6,72
7466,25.6,72
7469,25.6,72
7472,25.6,72
7475,25.6,72
7478,25.6,72
7481,25.6,72
7484,25.6,72
7487,25.6,72
7490,25.6,72
7493,25.6,72
7496,25.6,72
7499,25.6,72
7502,25.6,72
7505,25.6,72
7508,25.6,72
7511,25.6,72
7514,25.6,72
7517,25.6,72
7520,25.6,72
7523,25.6,72
7526,25.6,72
7529,25.6,72
7532,25.6,72
7535,25.6,72
7538,25.6,72
7541,25.6,72
7545,25.6,72
7548,25.6,72
7551,25.6,72
7554,25.6,72
7557,25.6,72
7560,25.6,72
7563,25.6,72
7566,25.6,72
7569,25.6,72
7572,25.6,72
7575,25.6,72
7578,25.6,72
7581,25.6,72
7584,25.6,72
7587,25.6,72
7590,25.6,72
7593,25.6,72
7596,25.6,72
7599,25.6,72
7602,25.6,72
7605,25.6,72
7608,25.6,72
7611,25.6,72
7614,25.6,72
7617,25.6,72
7620,25.6,72
7623,25.6,72
7626,25.6,72
7629,25.6,72
7632,25.6,72
7635,25.6,72
7638,25.6,72
7641,25.6,72
7645,25.6,72
7648,25.6,72
7651,25.6,72
7654,25.6,72
7657,25.6,72
7660,25.6,72
7663,25.6,72
7666,25.6,72
7669,25.6,72
7672,25.6,72
7675,25.6,72
7678,25.6,72
7681,25.6,72
7684,25.6,72
7687,25.6,72
7690,25.6,72
7693,25.6,72
7696,25.6,72
7699,25.6,72
7702,25.6,72
7705,25.6,72
7708,25.6,72
7711,25.6,72
7714,25.6,72
7717,25.6,72
7720,25.6,72
7723,25.6,72
7726,25.6,72
7729,25.6,72
7733,25.6,72
7736,25.6,72
7739,25.6,72
7742,25.6,72
7745,25.6,72
7748,25.6,72
7751,25.6,72
7754,25.6,72
7757,25.6,72
7760,25.6,72
7763,25.6,72
7766,25.6,72
7769,25.6,72
7772,25.6,72
7775,25.6,72
7778,25.6,72
7781,25.6,72
7784,25.6,72
7787,25.6,72
7790,25.6,72
7793,25.6,72
7796,25.6,72
7799,25.6,72
7802,25.6,72
7805,25.6,72
7808,25.6,72
7811,25.6,72
7814,25.6,72
7817,25.6,72
7820,25.6,72
7824,25.6,72
7827,25.6,72
7830,25.6,72
7833,25.6,72
7836,25.6,72
7839,25.6,72
7842,25.6,72
7845,25.6,72
7848,25.6,72
7851,25.6,72
7854,25.6,72
7857,25.6,72
7860,25.6,72
7863,25.6,72
7866,25.6,72
7869,25.6,72
7872,25.6,72
7875,25.6,72
7878,25.6,72
7881,25.6,72
7884,25.6,72
7887,25.6,72
7890,25.6,72
7893,25.6,72
7896,25.6,72
7899,25.6,72
7902,25.6,72
7905,25.6,72
7908,25.6,72
7911,25.6,72
7914,25.6,72
7917,25.6,72
7920,25.6,72
7923,25.6,72
7926,25.6,72
7929,25.6,72
7932,25.6,72
7936,25.6,72
7939,25.6,72
7942,25.6,72
7945,25.6,72
7948,25.6,72
7951,25.6,72
7954,25.6,72
7957,25.6,72
7960,25.6,72
7963,25.6,72
7966,25.6,72
7969,25.6,72
7972,25.6,72
7975,25.6,72
7978,25.6,72
7981,25.6,72
7984,25.6,72
7987,25.6,72
7990,25.6,72
7993,25.6,72
7996,25.6,72
7999,25.6,72
8002,25.6,72
8005,25.6,72
8008,25.6,72
8011,25.6,72
8014,25.6,72
8017,25.6,72
8020,25.6,72
8023,25.6,72
8026,25.6,72
8029,25.6,72
8032,25.6,72
8035,25.6,72
8038,25.6,72
8042,25.6,72
8045,25.6,72
8048,25.5,72
8051,25.6,72
8054,25.6,72
8057,25.6,72
8060,25.6,72
8063,25.6,72
8066,25.5,72
8069,25.6,72
8072,25.5,72
8075,25.5,72
8078,25.5,73
8081,25.5,73
8084,25.5,73
8087,25.5,73
8090,25.5,73
8093,25.5,72
8096,25.5,72
8099,25.5,72
8102,25.5,72
8105,25.5,72
8108,25.5,73
8111,25.5,73
8114,25.5,73
8117,25.5,73
8121,25.5,73
8124,25.5,73
8127,25.5,73
8130,25.5,73
8133,25.5,73
8136,25.5,73
8139,25.5,73
8142,25.5,73
8145,25.5,73
8148,25.5,73
8151,25.5,73
8154,25.5,73
8157,25.5,73
8160,25.5,73
8163,25.5,73
8166,25.5,73
8169,25.5,73
8172,25.5,73
8175,25.5,73
8178,25.5,73
8181,25.5,73
8184,25.5,73
8187,25.5,73
8190,25.5,73
8193,25.5,73
8196,25.5,73
8199,25.5,73
8202,25.5,73
8205,25.5,73
8208,25.5,73
8211,25.5,73
8214,25.5,73
8217,25.5,72
8220,25.5,72
8223,25.5,73
8226,25.5,73
8229,25.5,73
8233,25.5,73
8236,25.5,73
8239,25.5,73
8242,25.5,73
8245,25.5,73
8248,25.5,73
8251,25.5,73
8254,25.5,73
8257,25.5,73
8260,25.5,73
8263,25.5,72
8266,25.5,72
8269,25.5,72
8272,25.5,72
8275,25.5,72
8278,25.5,72
8281,25.6,72
8284,25.5,72
8287,25.5,72
8290,25.5,72
8293,25.5,72
8296,25.6,72
8299,25.6,72
8302,25.6,72
8305,25.6,72
8308,25.6,72
8311,25.6,72
8314,25.6,72
8317,25.6,72
8321,25.6,72
8324,25.5,72
8327,25.6,72
8330,25.6,72
8333,25.6,72
8336,25.6,72
8339,25.6,72
8342,25.6,72
8345,25.5,72
8348,25.6,72
8351,25.6,72
8354,25.6,72
8357,25.6,72
8360,25.6,72
8363,25.6,72
8366,25.6,72
8369,25.6,72
8372,25.6,72
8375,25.6,72
8378,25.6,72
8381,25.6,72
8384,25.6,72
8387,25.6,72
8390,25.5,72
8393,25.6,72
8396,25.5,72
8399,25.5,72
8402,25.5,72
8405,25.5,72
8408,25.5,72
8411,25.5,72
8414,25.6,72
8417,25.5,72
8421,25.5,72
8424,25.5,72
8427,25.5,72
8430,25.5,72
8433,25.5,72
8436,25.5,72
8439,25.5,72
8442,25.5,72
8445,25.5,72
8448,25.5,72
8451,25.5,72
8454,25.5,72
8457,25.5,72
8460,25.5,72
8463,25.5,72
8466,25.5,72
8469,25.6,73
8472,25.6,73
8475,25.6,72
8478,25.6,72
8481,25.6,72
8484,25.6,72
8487,25.5,72
8490,25.5,72
8493,25.6,72
8496,25.5,72
8499,25.5,72
8502,25.5,72
8505,25.5,72
8508,25.5,72
8511,25.5,72
8514,25.5,72
8517,25.5,72
8520,25.5,72
8524,25.5,72
8527,25.5,72
8530,25.5,72
8533,25.5,72
8536,25.5,72
8539,25.5,72
8542,25.5,72
8545,25.5,72
8548,25.5,72
8551,25.5,72
8554,25.5,73
8557,25.5,73
8560,25.5,73
8563,25.5,73
8566,25.5,73
8569,25.5,73
8572,25.5,73
8575,25.5,73
8578,25.5,73
8581,25.5,73
8584,25.5,73
8587,25.5,73
8590,25.5,73
8593,25.5,73
8596,25.5,73
8599,25.5,73
8602,25.5,73
8605,25.5,73
8608,25.6,73
8611,25.5,73
8614,25.6,73
8617,25.5,73
8620,25.5,73
8624,25.6,73
8627,25.5,73
8630,25.5,73
8633,25.6,73
8636,25.5,73
8639,25.5,73
8642,25.5,73
8645,25.5,73
8648,25.5,73
8651,25.6,73
8654,25.5,73
8657,25.6,73
8660,25.6,73
8663,25.6,73
8666,25.5,73
8669,25.5,73
8672,25.5,73
8675,25.5,73
8678,25.5,73
8681,25.5,73
8684,25.5,73
8687,25.5,73
8690,25.5,73
8693,25.5,73
8696,25.5,73
8699,25.5,73
8702,25.5,73
8705,25.5,73
8708,25.5,73
8712,25.5,73
8715,25.6,73
8718,25.6,73
8721,25.5,73
8724,25.6,73
8727,25.6,73
8730,25.6,73
8733,25.6,73
8736,25.6,73
8739,25.6,73
8742,25.6,73
8745,25.6,73
8748,25.6,73
8751,25.6,73
8754,25.6,73
8757,25.6,73
8760,25.6,73
8763,25.6,73
8766,25.6,73
8769,25.6,73
8772,25.6,73
8775,25.6,73
8778,25.6,73
8781,25.6,73
8784,25.6,73
8787,25.6,73
8790,25.6,73
8793,25.6,73
8796,25.6,73
8799,25.6,73
8802,25.6,73
8806,25.6,73
8809,25.6,73
8812,25.6,73
8815,25.6,73
8818,25.6,73
8821,25.6,73
8824,25.6,73
8827,25.6,73
8830,25.6,73
8833,25.6,73
8836,25.6,73
8839,25.6,73
8842,25.6,73
8845,25.6,73
8848,25.6,73
8851,25.6,73
8854,25.6,73
8857,25.6,73
8860,25.6,73
8863,25.6,73
8866,25.6,73
8869,25.6,73
8872,25.6,73
8875,25.6,73
8878,25.6,73
8881,25.6,73
8884,25.6,73
8887,25.6,73
8890,25.6,73
8893,25.6,73
8896,25.6,73
8900,25.6,73
8903,25.6,73
8906,25.6,73
8909,25.6,73
8912,25.6,73
8915,25.6,73
8918,25.6,73
8921,25.6,73
8924,25.6,73
8927,25.6,73
8930,25.6,73
8933,25.6,73
8936,25.6,73
8939,25.6,73
8942,25.6,72
8945,25.6,72
8948,25.6,73
8951,25.6,73
8954,25.6,72
8957,25.6,72
8960,25.6,72
8963,25.6,72
8966,25.6,72
8969,25.6,72
8972,25.6,72
8975,25.6,72
8978,25.6,72
8981,25.6,72
8984,25.6,72
8987,25.6,72
8990,25.6,72
8993,25.6,72
8996,25.6,72
8999,25.6,72
9003,25.6,72
9006,25.6,72
9009,25.6,72
9012,25.6,72
9015,25.6,72
9018,25.6,72
9021,25.6,72
9024,25.6,72
9027,25.6,72
9030,25.6,72
9033,25.6,72
9036,25.6,72
9039,25.6,72
9042,25.6,72
9045,25.6,72
9048,25.6,72
9051,25.6,72
9054,25.6,72
9057,25.6,72
9060,25.6,72
9063,25.6,72
9066,25.6,72
9069,25.6,72
9072,25.6,72
9075,25.6,72
9078,25.6,72
9081,25.6,72
9084,25.6,72
9087,25.6,72
9090,25.6,72
9093,25.6,72
9096,25.6,72
9099,25.6,72
9103,25.6,72
9106,25.6,72
9109,25.6,72
9112,25.5,72
9115,25.5,73
9118,25.6,73
9121,25.5,73
9124,25.5,73
9127,25.5,72
9130,25.5,72
9133,25.5,73
9136,25.5,72
9139,25.5,73
9142,25.5,72
9145,25.5,73
9148,25.5,73
9151,25.5,73
9154,25.5,73
9157,25.5,73
9160,25.5,73
9163,25.5,73
9166,25.5,73
9169,25.5,73
9172,25.5,73
9175,25.5,72
9178,25.5,72
9181,25.5,73
9184,25.5,72
9187,25.5,72
9190,25.5,72
9193,25.5,72
9196,25.5,72
9199,25.5,72
9202,25.5,72
9206,25.5,72
9209,25.5,72
9212,25.5,72
9215,25.5,72
9218,25.5,72
9221,25.5,72
9224,25.5,72
9227,25.5,72
9230,25.5,72
9233,25.5,72
9236,25.5,72
9239,25.5,72
9242,25.5,72
9245,25.5,72
9248,25.5,72
9251,25.5,72
9254,25.5,72
9257,25.5,72
9260,25.5,72
9263,25.5,72
9266,25.4,72
9269,25.5,72
9272,25.4,72
9275,25.4,72
9278,25.4,72
9281,25.4,72
9284,25.4,72
9287,25.4,72
9290,25.4,72
9293,25.4,72
9296,25.4,72
9299,25.4,72
9302,25.4,72
9305,25.4,72
9308,25.4,72
9312,25.4,72
9315,25.4,72
9318,25.4,72
9321,25.4,72
9324,25.4,72
9327,25.4,72
9330,25.4,72
9333,25.4,72
9336,25.4,72
9339,25.4,72
9342,25.4,72
9345,25.4,72
9348,25.4,72
9351,25.4,72
9354,25.4,72
9357,25.4,72
9360,25.4,72
9363,25.5,72
9366,25.4,72
9369,25.5,72
9372,25.4,72
9375,25.4,72
9378,25.4,72
9381,25.5,72
9384,25.5,72
9387,25.5,72
9391,25.5,72
9394,25.4,72
9397,25.4,72
9400,25.4,72
9403,25.4,72
9406,25.4,72
9409,25.4,72
9412,25.4,73
9415,25.4,72
9418,25.4,72
9421,25.4,72
9424,25.4,72
9427,25.4,72
9430,25.5,72
9433,25.4,72
9436,25.4,72
9439,25.4,72
9442,25.4,72
9445,25.4,72
9448,25.4,72
9451,25.4,72
9454,25.4,72
9457,25.4,72
9460,25.4,72
9463,25.4,72
9466,25.4,72
9469,25.4,72
9473,25.4,73
9476,25.4,73
9479,25.4,73
9482,25.4,72
9485,25.4,72
9488,25.4,73
9491,25.4,72
9494,25.4,73
9497,25.4,72
9500,25.4,72
9503,25.4,72
9506,25.4,72
9509,25.4,72
9512,25.5,72
9515,25.4,72
9518,25.5,72
9521,25.5,72
9524,25.5,72
9527,25.5,73
9530,25.5,73
9533,25.5,72
9536,25.5,72
9539,25.5,72
9542,25.5,72
9545,25.5,72
